job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id
852,block-0284,Base_ImageOnObject_0043,ImageOnObject_043,Base,1,10043,current_frame,1,Base_ImageOnObject_0043__s1__current_frame
853,block-0284,Base_ImageOnObject_0043,ImageOnObject_043,Base,1,10043,temporal,2,Base_ImageOnObject_0043__s1__temporal
854,block-0284,Base_ImageOnObject_0043,ImageOnObject_043,Base,1,10043,baseline,3,Base_ImageOnObject_0043__s1__baseline
855,block-0285,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,1,10051,temporal,1,Generalization_OppositeConstruction_1051__s1__temporal
856,block-0285,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,1,10051,baseline,2,Generalization_OppositeConstruction_1051__s1__baseline
857,block-0285,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,1,10051,current_frame,3,Generalization_OppositeConstruction_1051__s1__current_frame
858,block-0286,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,1,10058,temporal,1,Generalization_RightOfWay_1058__s1__temporal
859,block-0286,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,1,10058,current_frame,2,Generalization_RightOfWay_1058__s1__current_frame
860,block-0286,Generalization_RightOfWay_1058,RightOfWay_058,Generalization,1,10058,baseline,3,Generalization_RightOfWay_1058__s1__baseline
861,block-0287,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,3,30034,current_frame,1,Generalization_FullyBlocked_1034__s3__current_frame
862,block-0287,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,3,30034,temporal,2,Generalization_FullyBlocked_1034__s3__temporal
863,block-0287,Generalization_FullyBlocked_1034,FullyBlocked_034,Generalization,3,30034,baseline,3,Generalization_FullyBlocked_1034__s3__baseline
864,block-0288,Base_BadParking_0007,BadParking_007,Base,3,30007,temporal,1,Base_BadParking_0007__s3__temporal
865,block-0288,Base_BadParking_0007,BadParking_007,Base,3,30007,baseline,2,Base_BadParking_0007__s3__baseline
866,block-0288,Base_BadParking_0007,BadParking_007,Base,3,30007,current_frame,3,Base_BadParking_0007__s3__current_frame
867,block-0289,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,1,10033,temporal,1,Generalization_FullyBlocked_1033__s1__temporal
868,block-0289,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,1,10033,current_frame,2,Generalization_FullyBlocked_1033__s1__current_frame
869,block-0289,Generalization_FullyBlocked_1033,FullyBlocked_033,Generalization,1,10033,baseline,3,Generalization_FullyBlocked_1033__s1__baseline
870,block-0290,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,2,20023,baseline,1,Generalization_CustomObstacles_1023__s2__baseline
871,block-0290,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,2,20023,current_frame,2,Generalization_CustomObstacles_1023__s2__current_frame
872,block-0290,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,2,20023,temporal,3,Generalization_CustomObstacles_1023__s2__temporal
873,block-0291,Generalization_Animals_1082,Animals_082,Generalization,2,20082,current_frame,1,Generalization_Animals_1082__s2__current_frame
874,block-0291,Generalization_Animals_1082,Animals_082,Generalization,2,20082,baseline,2,Generalization_Animals_1082__s2__baseline
875,block-0291,Generalization_Animals_1082,Animals_082,Generalization,2,20082,temporal,3,Generalization_Animals_1082__s2__temporal
876,block-0292,Base_CustomObstacles_0025,CustomObstacles_025,Base,2,20025,current_frame,1,Base_CustomObstacles_0025__s2__current_frame
877,block-0292,Base_CustomObstacles_0025,CustomObstacles_025,Base,2,20025,baseline,2,Base_CustomObstacles_0025__s2__baseline
878,block-0292,Base_CustomObstacles_0025,CustomObstacles_025,Base,2,20025,temporal,3,Base_CustomObstacles_0025__s2__temporal
879,block-0293,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,3,30018,temporal,1,Generalization_ConstructionPermutations_1018__s3__temporal
880,block-0293,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,3,30018,baseline,2,Generalization_ConstructionPermutations_1018__s3__baseline
881,block-0293,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,3,30018,current_frame,3,Generalization_ConstructionPermutations_1018__s3__current_frame
882,block-0294,Base_BadParking_0008,BadParking_008,Base,1,10008,current_frame,1,Base_BadParking_0008__s1__current_frame
883,block-0294,Base_BadParking_0008,BadParking_008,Base,1,10008,baseline,2,Base_BadParking_0008__s1__baseline
884,block-0294,Base_BadParking_0008,BadParking_008,Base,1,10008,temporal,3,Base_BadParking_0008__s1__temporal
885,block-0295,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,2,20048,temporal,1,Generalization_ObscuredStop_1048__s2__temporal
886,block-0295,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,2,20048,baseline,2,Generalization_ObscuredStop_1048__s2__baseline
887,block-0295,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,2,20048,current_frame,3,Generalization_ObscuredStop_1048__s2__current_frame
888,block-0296,Base_ImageOnObject_0042,ImageOnObject_042,Base,2,20042,baseline,1,Base_ImageOnObject_0042__s2__baseline
889,block-0296,Base_ImageOnObject_0042,ImageOnObject_042,Base,2,20042,current_frame,2,Base_ImageOnObject_0042__s2__current_frame
890,block-0296,Base_ImageOnObject_0042,ImageOnObject_042,Base,2,20042,temporal,3,Base_ImageOnObject_0042__s2__temporal
891,block-0297,Generalization_Animals_1081,Animals_081,Generalization,1,10081,current_frame,1,Generalization_Animals_1081__s1__current_frame
892,block-0297,Generalization_Animals_1081,Animals_081,Generalization,1,10081,temporal,2,Generalization_Animals_1081__s1__temporal
893,block-0297,Generalization_Animals_1081,Animals_081,Generalization,1,10081,baseline,3,Generalization_Animals_1081__s1__baseline
894,block-0298,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,1,10031,temporal,1,Generalization_FullyBlocked_1031__s1__temporal
895,block-0298,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,1,10031,baseline,2,Generalization_FullyBlocked_1031__s1__baseline
896,block-0298,Generalization_FullyBlocked_1031,FullyBlocked_031,Generalization,1,10031,current_frame,3,Generalization_FullyBlocked_1031__s1__current_frame
897,block-0299,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,1,10046,current_frame,1,Generalization_ObscuredStop_1046__s1__current_frame
898,block-0299,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,1,10046,temporal,2,Generalization_ObscuredStop_1046__s1__temporal
899,block-0299,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,1,10046,baseline,3,Generalization_ObscuredStop_1046__s1__baseline
900,block-0300,Base_Animals_0077,Animals_077,Base,3,30077,baseline,1,Base_Animals_0077__s3__baseline
901,block-0300,Base_Animals_0077,Animals_077,Base,3,30077,current_frame,2,Base_Animals_0077__s3__current_frame
902,block-0300,Base_Animals_0077,Animals_077,Base,3,30077,temporal,3,Base_Animals_0077__s3__temporal
903,block-0301,Base_BadParking_0001,BadParking_001,Base,1,10001,baseline,1,Base_BadParking_0001__s1__baseline
904,block-0301,Base_BadParking_0001,BadParking_001,Base,1,10001,current_frame,2,Base_BadParking_0001__s1__current_frame
905,block-0301,Base_BadParking_0001,BadParking_001,Base,1,10001,temporal,3,Base_BadParking_0001__s1__temporal
906,block-0302,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,2,20064,temporal,1,Generalization_PassableObstacles_1064__s2__temporal
907,block-0302,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,2,20064,current_frame,2,Generalization_PassableObstacles_1064__s2__current_frame
908,block-0302,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,2,20064,baseline,3,Generalization_PassableObstacles_1064__s2__baseline
909,block-0303,Base_Animals_0080,Animals_080,Base,1,10080,current_frame,1,Base_Animals_0080__s1__current_frame
910,block-0303,Base_Animals_0080,Animals_080,Base,1,10080,temporal,2,Base_Animals_0080__s1__temporal
911,block-0303,Base_Animals_0080,Animals_080,Base,1,10080,baseline,3,Base_Animals_0080__s1__baseline
912,block-0304,Base_Animals_0083,Animals_083,Base,3,30083,baseline,1,Base_Animals_0083__s3__baseline
913,block-0304,Base_Animals_0083,Animals_083,Base,3,30083,temporal,2,Base_Animals_0083__s3__temporal
914,block-0304,Base_Animals_0083,Animals_083,Base,3,30083,current_frame,3,Base_Animals_0083__s3__current_frame
915,block-0305,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,2,20044,baseline,1,Generalization_ImageOnObject_1044__s2__baseline
916,block-0305,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,2,20044,current_frame,2,Generalization_ImageOnObject_1044__s2__current_frame
917,block-0305,Generalization_ImageOnObject_1044,ImageOnObject_044,Generalization,2,20044,temporal,3,Generalization_ImageOnObject_1044__s2__temporal
918,block-0306,Base_ImageOnObject_0041,ImageOnObject_041,Base,2,20041,temporal,1,Base_ImageOnObject_0041__s2__temporal
919,block-0306,Base_ImageOnObject_0041,ImageOnObject_041,Base,2,20041,current_frame,2,Base_ImageOnObject_0041__s2__current_frame
920,block-0306,Base_ImageOnObject_0041,ImageOnObject_041,Base,2,20041,baseline,3,Base_ImageOnObject_0041__s2__baseline
921,block-0307,Base_ImageOnObject_0041,ImageOnObject_041,Base,3,30041,current_frame,1,Base_ImageOnObject_0041__s3__current_frame
922,block-0307,Base_ImageOnObject_0041,ImageOnObject_041,Base,3,30041,baseline,2,Base_ImageOnObject_0041__s3__baseline
923,block-0307,Base_ImageOnObject_0041,ImageOnObject_041,Base,3,30041,temporal,3,Base_ImageOnObject_0041__s3__temporal
924,block-0308,Base_RightConstruction_0094,RightConstruction_094,Base,2,20094,temporal,1,Base_RightConstruction_0094__s2__temporal
925,block-0308,Base_RightConstruction_0094,RightConstruction_094,Base,2,20094,baseline,2,Base_RightConstruction_0094__s2__baseline
926,block-0308,Base_RightConstruction_0094,RightConstruction_094,Base,2,20094,current_frame,3,Base_RightConstruction_0094__s2__current_frame
927,block-0309,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,3,30050,baseline,1,Generalization_OppositeConstruction_1050__s3__baseline
928,block-0309,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,3,30050,current_frame,2,Generalization_OppositeConstruction_1050__s3__current_frame
929,block-0309,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,3,30050,temporal,3,Generalization_OppositeConstruction_1050__s3__temporal
930,block-0310,Base_HardBrake_0037,HardBrake_037,Base,1,10037,current_frame,1,Base_HardBrake_0037__s1__current_frame
931,block-0310,Base_HardBrake_0037,HardBrake_037,Base,1,10037,temporal,2,Base_HardBrake_0037__s1__temporal
932,block-0310,Base_HardBrake_0037,HardBrake_037,Base,1,10037,baseline,3,Base_HardBrake_0037__s1__baseline
933,block-0311,Generalization_BadParking_1003,BadParking_003,Generalization,3,30003,baseline,1,Generalization_BadParking_1003__s3__baseline
934,block-0311,Generalization_BadParking_1003,BadParking_003,Generalization,3,30003,current_frame,2,Generalization_BadParking_1003__s3__current_frame
935,block-0311,Generalization_BadParking_1003,BadParking_003,Generalization,3,30003,temporal,3,Generalization_BadParking_1003__s3__temporal
936,block-0312,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,1,10062,temporal,1,Generalization_PassableObstacles_1062__s1__temporal
937,block-0312,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,1,10062,baseline,2,Generalization_PassableObstacles_1062__s1__baseline
938,block-0312,Generalization_PassableObstacles_1062,PassableObstacles_062,Generalization,1,10062,current_frame,3,Generalization_PassableObstacles_1062__s1__current_frame
939,block-0313,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,2,20068,temporal,1,Generalization_PedestrianCrowd_1068__s2__temporal
940,block-0313,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,2,20068,current_frame,2,Generalization_PedestrianCrowd_1068__s2__current_frame
941,block-0313,Generalization_PedestrianCrowd_1068,PedestrianCrowd_068,Generalization,2,20068,baseline,3,Generalization_PedestrianCrowd_1068__s2__baseline
942,block-0314,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,3,30070,baseline,1,Base_PedestrianOtherBlocker_0070__s3__baseline
943,block-0314,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,3,30070,temporal,2,Base_PedestrianOtherBlocker_0070__s3__temporal
944,block-0314,Base_PedestrianOtherBlocker_0070,PedestrianOtherBlocker_070,Base,3,30070,current_frame,3,Base_PedestrianOtherBlocker_0070__s3__current_frame
945,block-0315,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,2,20087,baseline,1,Base_PedestriansOnRoad_0087__s2__baseline
946,block-0315,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,2,20087,temporal,2,Base_PedestriansOnRoad_0087__s2__temporal
947,block-0315,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,2,20087,current_frame,3,Base_PedestriansOnRoad_0087__s2__current_frame
948,block-0316,Base_Animals_0084,Animals_084,Base,1,10084,current_frame,1,Base_Animals_0084__s1__current_frame
949,block-0316,Base_Animals_0084,Animals_084,Base,1,10084,temporal,2,Base_Animals_0084__s1__temporal
950,block-0316,Base_Animals_0084,Animals_084,Base,1,10084,baseline,3,Base_Animals_0084__s1__baseline
951,block-0317,Base_OppositeConstruction_0053,OppositeConstruction_053,Base,3,30053,current_frame,1,Base_OppositeConstruction_0053__s3__current_frame
952,block-0317,Base_OppositeConstruction_0053,OppositeConstruction_053,Base,3,30053,temporal,2,Base_OppositeConstruction_0053__s3__temporal
953,block-0317,Base_OppositeConstruction_0053,OppositeConstruction_053,Base,3,30053,baseline,3,Base_OppositeConstruction_0053__s3__baseline
954,block-0318,Base_Wall_0098,Wall_098,Base,2,20098,temporal,1,Base_Wall_0098__s2__temporal
955,block-0318,Base_Wall_0098,Wall_098,Base,2,20098,current_frame,2,Base_Wall_0098__s2__current_frame
956,block-0318,Base_Wall_0098,Wall_098,Base,2,20098,baseline,3,Base_Wall_0098__s2__baseline
957,block-0319,Base_PedestriansOnRoad_0086,PedestriansOnRoad_086,Base,1,10086,current_frame,1,Base_PedestriansOnRoad_0086__s1__current_frame
958,block-0319,Base_PedestriansOnRoad_0086,PedestriansOnRoad_086,Base,1,10086,baseline,2,Base_PedestriansOnRoad_0086__s1__baseline
959,block-0319,Base_PedestriansOnRoad_0086,PedestriansOnRoad_086,Base,1,10086,temporal,3,Base_PedestriansOnRoad_0086__s1__temporal
960,block-0320,Base_PassableObstacles_0061,PassableObstacles_061,Base,2,20061,temporal,1,Base_PassableObstacles_0061__s2__temporal
961,block-0320,Base_PassableObstacles_0061,PassableObstacles_061,Base,2,20061,current_frame,2,Base_PassableObstacles_0061__s2__current_frame
962,block-0320,Base_PassableObstacles_0061,PassableObstacles_061,Base,2,20061,baseline,3,Base_PassableObstacles_0061__s2__baseline
963,block-0321,Generalization_BadParking_1001,BadParking_001,Generalization,1,10001,current_frame,1,Generalization_BadParking_1001__s1__current_frame
964,block-0321,Generalization_BadParking_1001,BadParking_001,Generalization,1,10001,temporal,2,Generalization_BadParking_1001__s1__temporal
965,block-0321,Generalization_BadParking_1001,BadParking_001,Generalization,1,10001,baseline,3,Generalization_BadParking_1001__s1__baseline
966,block-0322,Base_PassableObstacles_0062,PassableObstacles_062,Base,2,20062,temporal,1,Base_PassableObstacles_0062__s2__temporal
967,block-0322,Base_PassableObstacles_0062,PassableObstacles_062,Base,2,20062,current_frame,2,Base_PassableObstacles_0062__s2__current_frame
968,block-0322,Base_PassableObstacles_0062,PassableObstacles_062,Base,2,20062,baseline,3,Base_PassableObstacles_0062__s2__baseline
969,block-0323,Base_HardBrake_0036,HardBrake_036,Base,3,30036,baseline,1,Base_HardBrake_0036__s3__baseline
970,block-0323,Base_HardBrake_0036,HardBrake_036,Base,3,30036,current_frame,2,Base_HardBrake_0036__s3__current_frame
971,block-0323,Base_HardBrake_0036,HardBrake_036,Base,3,30036,temporal,3,Base_HardBrake_0036__s3__temporal
972,block-0324,Base_Animals_0079,Animals_079,Base,1,10079,baseline,1,Base_Animals_0079__s1__baseline
973,block-0324,Base_Animals_0079,Animals_079,Base,1,10079,temporal,2,Base_Animals_0079__s1__temporal
974,block-0324,Base_Animals_0079,Animals_079,Base,1,10079,current_frame,3,Base_Animals_0079__s1__current_frame
975,block-0325,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,1,10085,temporal,1,Generalization_PedestriansOnRoad_1085__s1__temporal
976,block-0325,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,1,10085,current_frame,2,Generalization_PedestriansOnRoad_1085__s1__current_frame
977,block-0325,Generalization_PedestriansOnRoad_1085,PedestriansOnRoad_085,Generalization,1,10085,baseline,3,Generalization_PedestriansOnRoad_1085__s1__baseline
978,block-0326,Base_CustomObstacles_0026,CustomObstacles_026,Base,3,30026,temporal,1,Base_CustomObstacles_0026__s3__temporal
979,block-0326,Base_CustomObstacles_0026,CustomObstacles_026,Base,3,30026,current_frame,2,Base_CustomObstacles_0026__s3__current_frame
980,block-0326,Base_CustomObstacles_0026,CustomObstacles_026,Base,3,30026,baseline,3,Base_CustomObstacles_0026__s3__baseline
981,block-0327,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,3,30067,baseline,1,Base_PedestrianCrowd_0067__s3__baseline
982,block-0327,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,3,30067,current_frame,2,Base_PedestrianCrowd_0067__s3__current_frame
983,block-0327,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,3,30067,temporal,3,Base_PedestrianCrowd_0067__s3__temporal
984,block-0328,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,3,30016,baseline,1,Generalization_ConstructionPermutations_1016__s3__baseline
985,block-0328,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,3,30016,temporal,2,Generalization_ConstructionPermutations_1016__s3__temporal
986,block-0328,Generalization_ConstructionPermutations_1016,ConstructionPermutations_016,Generalization,3,30016,current_frame,3,Generalization_ConstructionPermutations_1016__s3__current_frame
987,block-0329,Generalization_BadParking_1008,BadParking_008,Generalization,3,30008,baseline,1,Generalization_BadParking_1008__s3__baseline
988,block-0329,Generalization_BadParking_1008,BadParking_008,Generalization,3,30008,temporal,2,Generalization_BadParking_1008__s3__temporal
989,block-0329,Generalization_BadParking_1008,BadParking_008,Generalization,3,30008,current_frame,3,Generalization_BadParking_1008__s3__current_frame
990,block-0330,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,2,20042,current_frame,1,Generalization_ImageOnObject_1042__s2__current_frame
991,block-0330,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,2,20042,baseline,2,Generalization_ImageOnObject_1042__s2__baseline
992,block-0330,Generalization_ImageOnObject_1042,ImageOnObject_042,Generalization,2,20042,temporal,3,Generalization_ImageOnObject_1042__s2__temporal
993,block-0331,Generalization_BadParking_1002,BadParking_002,Generalization,2,20002,current_frame,1,Generalization_BadParking_1002__s2__current_frame
994,block-0331,Generalization_BadParking_1002,BadParking_002,Generalization,2,20002,baseline,2,Generalization_BadParking_1002__s2__baseline
995,block-0331,Generalization_BadParking_1002,BadParking_002,Generalization,2,20002,temporal,3,Generalization_BadParking_1002__s2__temporal
996,block-0332,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,2,20087,current_frame,1,Generalization_PedestriansOnRoad_1087__s2__current_frame
997,block-0332,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,2,20087,temporal,2,Generalization_PedestriansOnRoad_1087__s2__temporal
998,block-0332,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,2,20087,baseline,3,Generalization_PedestriansOnRoad_1087__s2__baseline
999,block-0333,Base_HardBrake_0036,HardBrake_036,Base,1,10036,current_frame,1,Base_HardBrake_0036__s1__current_frame
1000,block-0333,Base_HardBrake_0036,HardBrake_036,Base,1,10036,temporal,2,Base_HardBrake_0036__s1__temporal
1001,block-0333,Base_HardBrake_0036,HardBrake_036,Base,1,10036,baseline,3,Base_HardBrake_0036__s1__baseline
1002,block-0334,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,3,30064,temporal,1,Generalization_PassableObstacles_1064__s3__temporal
1003,block-0334,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,3,30064,current_frame,2,Generalization_PassableObstacles_1064__s3__current_frame
1004,block-0334,Generalization_PassableObstacles_1064,PassableObstacles_064,Generalization,3,30064,baseline,3,Generalization_PassableObstacles_1064__s3__baseline
1005,block-0335,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,2,20046,temporal,1,Generalization_ObscuredStop_1046__s2__temporal
1006,block-0335,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,2,20046,baseline,2,Generalization_ObscuredStop_1046__s2__baseline
1007,block-0335,Generalization_ObscuredStop_1046,ObscuredStop_046,Generalization,2,20046,current_frame,3,Generalization_ObscuredStop_1046__s2__current_frame
1008,block-0336,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,2,20025,temporal,1,Generalization_CustomObstacles_1025__s2__temporal
1009,block-0336,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,2,20025,current_frame,2,Generalization_CustomObstacles_1025__s2__current_frame
1010,block-0336,Generalization_CustomObstacles_1025,CustomObstacles_025,Generalization,2,20025,baseline,3,Generalization_CustomObstacles_1025__s2__baseline
1011,block-0337,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,1,10067,baseline,1,Base_PedestrianCrowd_0067__s1__baseline
1012,block-0337,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,1,10067,current_frame,2,Base_PedestrianCrowd_0067__s1__current_frame
1013,block-0337,Base_PedestrianCrowd_0067,PedestrianCrowd_067,Base,1,10067,temporal,3,Base_PedestrianCrowd_0067__s1__temporal
1014,block-0338,Base_CustomObstacles_0022,CustomObstacles_022,Base,3,30022,temporal,1,Base_CustomObstacles_0022__s3__temporal
1015,block-0338,Base_CustomObstacles_0022,CustomObstacles_022,Base,3,30022,current_frame,2,Base_CustomObstacles_0022__s3__current_frame
1016,block-0338,Base_CustomObstacles_0022,CustomObstacles_022,Base,3,30022,baseline,3,Base_CustomObstacles_0022__s3__baseline
1017,block-0339,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,2,20043,baseline,1,Generalization_ImageOnObject_1043__s2__baseline
1018,block-0339,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,2,20043,current_frame,2,Generalization_ImageOnObject_1043__s2__current_frame
1019,block-0339,Generalization_ImageOnObject_1043,ImageOnObject_043,Generalization,2,20043,temporal,3,Generalization_ImageOnObject_1043__s2__temporal
1020,block-0340,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,1,10012,current_frame,1,Generalization_ConstructionPedestrian_1012__s1__current_frame
1021,block-0340,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,1,10012,temporal,2,Generalization_ConstructionPedestrian_1012__s1__temporal
1022,block-0340,Generalization_ConstructionPedestrian_1012,ConstructionPedestrian_012,Generalization,1,10012,baseline,3,Generalization_ConstructionPedestrian_1012__s1__baseline
1023,block-0341,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,2,20088,baseline,1,Generalization_PedestriansOnRoad_1088__s2__baseline
1024,block-0341,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,2,20088,current_frame,2,Generalization_PedestriansOnRoad_1088__s2__current_frame
1025,block-0341,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,2,20088,temporal,3,Generalization_PedestriansOnRoad_1088__s2__temporal
1026,block-0342,Base_PedestrianOtherBlocker_0071,PedestrianOtherBlocker_071,Base,2,20071,temporal,1,Base_PedestrianOtherBlocker_0071__s2__temporal
1027,block-0342,Base_PedestrianOtherBlocker_0071,PedestrianOtherBlocker_071,Base,2,20071,current_frame,2,Base_PedestrianOtherBlocker_0071__s2__current_frame
1028,block-0342,Base_PedestrianOtherBlocker_0071,PedestrianOtherBlocker_071,Base,2,20071,baseline,3,Base_PedestrianOtherBlocker_0071__s2__baseline
1029,block-0343,Generalization_CustomObstacles_1028,CustomObstacles_028,Generalization,1,10028,baseline,1,Generalization_CustomObstacles_1028__s1__baseline
1030,block-0343,Generalization_CustomObstacles_1028,CustomObstacles_028,Generalization,1,10028,temporal,2,Generalization_CustomObstacles_1028__s1__temporal
1031,block-0343,Generalization_CustomObstacles_1028,CustomObstacles_028,Generalization,1,10028,current_frame,3,Generalization_CustomObstacles_1028__s1__current_frame
1032,block-0344,Generalization_OppositeConstruction_1054,OppositeConstruction_054,Generalization,3,30054,baseline,1,Generalization_OppositeConstruction_1054__s3__baseline
1033,block-0344,Generalization_OppositeConstruction_1054,OppositeConstruction_054,Generalization,3,30054,temporal,2,Generalization_OppositeConstruction_1054__s3__temporal
1034,block-0344,Generalization_OppositeConstruction_1054,OppositeConstruction_054,Generalization,3,30054,current_frame,3,Generalization_OppositeConstruction_1054__s3__current_frame
1035,block-0345,Base_CustomObstacles_0022,CustomObstacles_022,Base,2,20022,temporal,1,Base_CustomObstacles_0022__s2__temporal
1036,block-0345,Base_CustomObstacles_0022,CustomObstacles_022,Base,2,20022,baseline,2,Base_CustomObstacles_0022__s2__baseline
1037,block-0345,Base_CustomObstacles_0022,CustomObstacles_022,Base,2,20022,current_frame,3,Base_CustomObstacles_0022__s2__current_frame
1038,block-0346,Base_PassableObstacles_0062,PassableObstacles_062,Base,1,10062,baseline,1,Base_PassableObstacles_0062__s1__baseline
1039,block-0346,Base_PassableObstacles_0062,PassableObstacles_062,Base,1,10062,temporal,2,Base_PassableObstacles_0062__s1__temporal
1040,block-0346,Base_PassableObstacles_0062,PassableObstacles_062,Base,1,10062,current_frame,3,Base_PassableObstacles_0062__s1__current_frame
1041,block-0347,Base_Wall_0095,Wall_095,Base,2,20095,temporal,1,Base_Wall_0095__s2__temporal
1042,block-0347,Base_Wall_0095,Wall_095,Base,2,20095,baseline,2,Base_Wall_0095__s2__baseline
1043,block-0347,Base_Wall_0095,Wall_095,Base,2,20095,current_frame,3,Base_Wall_0095__s2__current_frame
1044,block-0348,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,3,30049,current_frame,1,Generalization_ObscuredStop_1049__s3__current_frame
1045,block-0348,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,3,30049,baseline,2,Generalization_ObscuredStop_1049__s3__baseline
1046,block-0348,Generalization_ObscuredStop_1049,ObscuredStop_049,Generalization,3,30049,temporal,3,Generalization_ObscuredStop_1049__s3__temporal
1047,block-0349,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,2,20022,temporal,1,Generalization_CustomObstacles_1022__s2__temporal
1048,block-0349,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,2,20022,baseline,2,Generalization_CustomObstacles_1022__s2__baseline
1049,block-0349,Generalization_CustomObstacles_1022,CustomObstacles_022,Generalization,2,20022,current_frame,3,Generalization_CustomObstacles_1022__s2__current_frame
1050,block-0350,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,1,10030,current_frame,1,Generalization_FullyBlocked_1030__s1__current_frame
1051,block-0350,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,1,10030,temporal,2,Generalization_FullyBlocked_1030__s1__temporal
1052,block-0350,Generalization_FullyBlocked_1030,FullyBlocked_030,Generalization,1,10030,baseline,3,Generalization_FullyBlocked_1030__s1__baseline
1053,block-0351,Base_RightOfWay_0057,RightOfWay_057,Base,3,30057,baseline,1,Base_RightOfWay_0057__s3__baseline
